"","GEOID","county","hhincome","pct_pov","review_count","avg_rating","race.tot","avg_price","pct_white","hhincome_log","review_count_log","pct_pov_log","yelp_n"
"96","13089020300","DeKalb County",147614,0.0818242790073776,232,"4",4476,"2",0.891867739052726,11.9024237795563,5.2017221618685,-2.38787853911907,2
"97","13089020400","DeKalb County",106103,0.0680044593088071,190,"4",2701,"2",0.850425768233987,11.5722598430153,4.64738671397551,-2.55098928330099,2
"98","13089020500","DeKalb County",65694,0.15786143625435,70.75,"3",3161,"1",0.495096488453021,11.09291508542,3.07392120105497,-1.78461642410081,4
"99","13089020700","DeKalb County",95417,0.0947611710323575,211,"4",2634,"1",0.654517843583903,11.466116836262,5.35658627467201,-2.25607208116572,1
"100","13089020801","DeKalb County",94662,0.0561976883220407,1326,"4",2509,"2",0.644878437624552,11.4581735649165,7.19067603433221,-2.71510973625551,1
"101","13089020802","DeKalb County",73981,0.185834661808244,136.5,"4",4411,"2",0.409657673996826,11.2116987431682,4.81603622627411,-1.63048453795327,2
"102","13089020900","DeKalb County",71618,0.0694065484311051,199.75,"4",5927,"1",0.523198920195715,11.1792413379567,4.5312456034138,-2.53317444018645,4
"103","13089021102","DeKalb County",110504,0.0642699677802272,90,"2",6533,"1",0.782182764426756,11.6128974887472,4.49770703066403,-2.60004861112051,3
"104","13089021204","DeKalb County",28242,0.394843962008141,83,"5",3002,"2",0.390739506995336,10.2489195305288,3.30802856034086,-0.904253565106862,4
"105","13089021208","DeKalb County",74922,0.13405711588388,64.7142857142857,"3",4237,"2",0.678074109039415,11.2243363145809,3.63774615714128,-1.93754541996373,7
"106","13089021209","DeKalb County",80692,0.128640048033624,28.6666666666667,"3",6793,"2",0.724716620050052,11.2985186370984,3.29585380066196,-1.9758742871119,3
"107","13089021213","DeKalb County",154063,0.00850822461712989,48,"2",3526,"1",0.906409529211571,11.945181795055,3.89182029811063,-3.98954007179264,1
"108","13089021214","DeKalb County",172279,0.00892712222041876,200.5,"4",6206,"2",0.862391234289397,12.0569285783422,5.02262374878698,-3.96715934748233,2
"109","13089021215","DeKalb County",100348,0.0795419847328244,53.5714285714286,"3",6550,"1",0.356335877862595,11.5164990720235,3.1075174604442,-2.41304766053577,7
"110","13089021216","DeKalb County",86828,0.00953097567093052,400.2,"4",7974,"2",0.518560321043391,11.3717995928657,4.72918838900081,-3.93575357779246,5
"111","13089021218","DeKalb County",60254,0.110152621101526,39,"2",6071,"1",0.45478504365014,11.0064901895055,3.68605901416889,-2.11899250179394,2
"112","13089021301","DeKalb County",46667,0.227633668607729,237.142857142857,"4",3817,"2",0.445113963845952,10.7510068169831,4.95227405336133,-1.43702499863807,7
"113","13089021303","DeKalb County",43309,0.259791345989396,162.6,"5",5869,"2",0.560572499574033,10.6763466168226,3.55775161986841,-1.31010641137378,5
"114","13089021306","DeKalb County",50118,0.236152178198305,33.5,"2",5073,"1",0.573033707865168,10.822335013192,3.53832690772198,-1.4018053237482,2
"115","13089021307","DeKalb County",50362,0.213859020310633,21.5,"2",4185,"1",0.544563918757467,10.8271907441257,2.41814095347574,-1.49673879887905,2
"116","13089021410","DeKalb County",62951,0.182068712107294,19.5,"2",5443,"1",0.816094065772552,11.0502707660655,2.67355376535873,-1.64990209541772,2
"117","13089021412","DeKalb County",115759,0.048884165781084,11,"2",3764,"1",0.828639744952179,11.6593521053461,2.484906649788,-2.83218305670612,1
"118","13089021414","DeKalb County",53222,0.254812319538017,27,"2",4156,"1",0.422762271414822,10.8824149982583,3.3322045101752,-1.32873393206638,1
"119","13089021415","DeKalb County",111827,0.0889748549323017,270.5,"3",3687,"1",0.770002712232167,11.6247977330735,5.05626608973542,-2.31288945169143,2
"120","13089021502","DeKalb County",72537,0.0772632068885269,39.3333333333333,"4",4297,"2",0.734931347451711,11.1919899066648,2.97368567271914,-2.43882636100476,3
"121","13089021503","DeKalb County",57381,0.192579043637314,49.5,"3",3938,"1",0.692483494159472,10.957642775589,3.91798729086078,-1.59662512964827,2
"122","13089021504","DeKalb County",77708,0.128012338538654,132.4,"4",5357,"1",0.664737726339369,11.2608421697583,4.64864778193681,-1.98041218812135,5
"123","13089021603","DeKalb County",66425,0.0981185514869512,51.5,"2",4943,"2",0.681974509407243,11.1039793050254,3.95712613937122,-2.22452695493564,2
"124","13089021605","DeKalb County",82454,0.106638871071199,130,"4",6236,"1",0.556606799230276,11.3201171134521,4.87519732320115,-2.14867268951349,1
"125","13089021704","DeKalb County",105033,0.0786142571618921,25.6666666666667,"2",6045,"1",0.730190239867659,11.5621250691172,3.05539315873014,-2.42346251826826,3
"126","13089021705","DeKalb County",42679,0.232253913789406,50.75,"3",4879,"1",0.560770649723304,10.661696554788,3.27121729324419,-1.41776887234835,4
"127","13089021805","DeKalb County",76066,0.0534290271132376,23.5,"3",7536,"1",0.49854033970276,11.2394881196016,2.77647979246081,-2.75783368141332,2
"128","13089021806","DeKalb County",68216,0.0956626870182862,40.25,"4",6732,"1",0.457813428401664,11.1305810028528,3.15603944624861,-2.24750345676972,4
"129","13089021809","DeKalb County",99337,0.0458991723100075,40,"3",6785,"2",0.766543846720707,11.5063740512483,3.60589870606865,-2.88420570554953,3
"130","13089021810","DeKalb County",74539,0.0678318048105209,28.5,"3",5788,"2",0.579474775397374,11.2192119062867,3.31665921664019,-2.55320512914286,2
"131","13089021906","DeKalb County",46448,0.144268774703557,132,"5",5572,"2",0.147523330940416,10.7463039576148,4.89034912822175,-1.869058907535,1
"132","13089021907","DeKalb County",55048,0.0818601508839095,2,"3",9022,"2",0.213921525160718,10.9161424540267,1.09861228866811,-2.38748795754382,2
"133","13089021908","DeKalb County",36250,0.277777777777778,32,"2",5443,"1",0.0883703839794231,10.4984704843088,3.49650756146648,-1.24556670162477,1
"134","13089021910","DeKalb County",42305,0.166833166833167,1,"2",6006,"NaN",0.160506160506161,10.6528969121042,0.693147180559945,-1.73254855116216,1
"135","13089022001","DeKalb County",66638,0.107260364114937,123,"4",4559,"1",0.724500987058565,11.1071803176547,4.82028156560504,-2.14335848225784,1
"136","13089022005","DeKalb County",39266,0.263167760074977,2,"5",5395,"1",0.139573679332715,10.5783689242892,1.09861228866811,-1.29766916675939,1
"137","13089022007","DeKalb County",39216,0.323709322241253,53,"5",4098,"1",0.093460224499756,10.5770950712215,3.34230586383396,-1.09748495762085,2
"138","13089022009","DeKalb County",41042,0.382089016511127,5,"4",5572,"2",0.0664034458004307,10.6225948347656,1.79175946922805,-0.936266382034553,1
"139","13089022100","DeKalb County",44135,0.235023041474654,18,"2",3689,"1",0.231499051233397,10.6952349493357,2.94443897916644,-1.40640302602421,1
"140","13089022203","DeKalb County",66731,0.16056338028169,25.5,"4",2130,"2",0.534272300469484,11.1085747357112,3.15130948787245,-1.76864831947631,2
"141","13089022301","DeKalb County",73819,0.16293717884966,101.5,"3",6061,"1",0.706814057086289,11.2095068873319,4.49460463797673,-1.75482687846796,6
"142","13089022302","DeKalb County",89146,0.11743119266055,34,"2",4371,"1",0.707389613360787,11.3981429233261,3.55534806148941,-2.06017872546289,1
